"185","English Cameo","0","large","1996","Stamile","A light cream peach flower with a green throat.","26","6","t","d","e,m","5.50","0","0"
"186","Entransette","0","large","1981","Blyth","A tall,stately daylily from Australia. Gives a wonderful show of plum wine flowers.","36","5","t","d","e","5.00","1","3"
"187","Erica Nicole Gonzales","0","large","1988","Spalding-Guillory","Lavender mauve flower with a darker eyezone and a green throat.","19","5","d","e","e,m","4.00","1","10"
"188","Eternal Blessing","0","large","1971","Spalding","An older near white with a pale green throat which flowers on short scapes, so best for front of border. Blooms profusely when established.","10","6","d","d","e,m","4.00","1","10"
"189","Evelyn Lela Stout","0","large","1986","Munson, R.W.","A gorgeous pastel apricot pink flower with a chartreuse heart.","24","6","t","e","e,m","5.50","1","10"
"190","Evening Enchantment","0","large","1995","Stamile","A fine, rich deep purple flower with a green yellow throat.","26","5","t","e","e,m","7.00","1","7"
"191","Ever So Ruffled","0","large","1983","Stamile","Deep yellow, green throated flowers of round and ruffled form. A superb daylily which always puts on a good show.  ","22","5","t","s","m","4.50","1","4"
"192","Exotic Love","0","large","1987","Stevens-Seawright","A bright golden yellow flower with a bold maroon eye. A partial picotee edge is apparent in hot weather.","30","5","t","d","m","4.00","1","8"
"193","Ezekiel","0","large","1991","Talbott","A sumptuous, black red double flower. One of the best and most consistent tetraploid doubles we have seen. ","28","5","t","e","m","7.00","0","0"
"194","Faberge","0","large","1986","Munson, R.W.","A pretty orchid pink flower with a large chalky yellow throat.","20","5","t","e","m","5.00","1","8"
"195","Fairy Charm","0","large","1978","Jablonski","A perfectly formed, round and ruffled flower, which opens well in all weather conditions. Although registered as cream pink, in our cooler climate the colour is a soft creamy yellow.","26","5","d","d","e,m","4.00","1","8"
"196","Fairy Tale Pink","0","large","1980","Pierce","A beautifully ruffled melon pink flower, the pink becoming more pronounced in hot weather. Although registered as semi-evergreen, it tends to be dormant here. Stout Medal winner 1990.","24","6","d","d","m","4.50","1","6"
"197","Fall Guy","0","large","1991","Adams-Adams","A glowing apricot flower with a darker throat and lighter midribs. Makes a spectacular clump.","34","5","t","e","m","5.00","1","8"
"198","Feather Down","2018","large","1981","Wild ","Light cream with perhaps a hint of peach and a yellow green throat.","28","6","d","d","m,l","3.50","1","4"
"199","Femme Fatale","0","large","1985","Talbott","A broad, creamy white flower with a large and showy purple eyezone and green throat. ","21","5","d","s","e","5.00","1","6"
"200","Femme Osage","0","large","1985","Whatley","This fine daylily has a large green throat which is the perfect foil to the melon- apricot base colour.","25","7","t","e","m","6.00","1","5"
"201","Ferengi Gold","0","large","1994","Petit","Beautifully ruffled,bright yellow flower with a green throat. Flawless blooms from this multi award winner.","19","6","t","d","e,m","8.50","0","0"
"202","First Knight","0","large","1995","Salter","This beautiful creamy yellow flower is round and ruffled with a gold edge and green throat.","28","6","t","s","e,m","7.00","1","8"
"203","Fleeting Fancy","2018","large","1995","Salter","This outstanding cream-yellow flower has an enormous reddish bown eye.","28","6","t","e","m","7.00","1","8"
"204","Flower Pavilion","0","large","1985","Kirchhoff, D.","A lovely double flowered pumpkin orange daylily.","28","5","d","s","m,l","4.50","1","8"
"205","Floyd Cove","0","large","1987","Stamile","Rich yellow, green throated flowers with wide overlapping petals, giving a circular form.  ","21","5","t","d","m","5.00","1","6"
"206","Flying Saucer Blues","0","large","2000","Lambertson","A cream lavender blend with a purple eye and edge above a large green throat.","22","6","t","s","e,m","8.50","0","0"
"207","Fooled Me","0","large","1990","Reilly-Hein","A striking golden yellow flower with a deep red eyezone. A red picotee edge is formed in hot weather. Blooms for ages when established. Stout Medal winner 2005.","24","6","t","d","e,m","5.00","1","6"
"208","Forever Redeemed","2018","large","2003","Carpenter, J.","This recurved red flower has a lighter red watermark halo around a huge yellow green throat.","25","6","t","d","e,m","9.00","1","6"
"209","Fortune's Dearest","0","large","1994","Morss","A grape purple flower with a white edge and a faint watermark halo around the chartreuse throat. A remarkable feature is that in warmer weather, the white edge develops distinct 'teeth'. ","25","6","t","e","e","8.00","1","5"
"210","Fragrant Pastel Cheers","0","large","1990","Klehm","A cream yellow blend with a yellow to green throat. The ruffled petal edges are touched with gold.","38","6","t","d","m","4.50","1","6"
"211","Frans Hals","0","large","1955","Flory","A hot bicolour in rust red with yellow- orange sepals in an open star shaped form. A classic daylily that remains popular.","24","5","d","d","m,l","3.50","1","7"
"212","French Connection","0","large","1999","Lytton","This flower is a blend of lavender and plum purple with a chalky watermark halo and a yellow to green throat. Raised in the UK and an excellent performer.","27","6","t","s","m","5.00","1","7"
"213","French Pavilion","0","large","1983","Munson, R.W.","Rose pink with a faint chalky pink eyezone and a small yellow green throat.","26","6","t","e","m","4.50","1","6"
"214","French Porcelain","0","large","1976","Munson, R.W.","A smoky lilac lavender flower with a wine plum eyezone and a cream yellow throat.","30","7","t","s","e,m","4.50","1","7"
"215","Frills and Furbelows","0","large","2005","Lytton","A wonderfully ruffled apricot blend with a gold edge and green throat. Very floriferous. ","26","5","t","s","m","9.50","1","8"
"216","Frosted Encore","0","large","1989","Guidry","Lavender flower with a faint purple halo around the green throat.","22","7","d","s","e","4.50","1","10"
"217","Frosty White","0","large","1978","Guidry","Creamy, near white with a green throat in the typical Guidry round and ruffled style.","20","6","d","e","e","4.00","0","0"
"218","Frozen Jade","0","large","1975","Sellers","A wide flower of lemon yellow with a green throat. Excellent plant habits. ","28","6","t","d","m","4.50","1","10"
"219","Gemini","0","large","1979","Moldovan","A light mauve pink flower with a narrow gold wire edge and a yellow green throat. Registered as a double but we have only seen single blooms.","26","5","t","s","m","5.00","1","4"
"220","Gentle Country Breeze","0","large","1988","Klehm","Pale, soft cream pink flower with a gold green throat.","23","6","t","d","m,l","4.50","1","10"
"221","Gentle Rose","0","large","1989","Stamile","A large medium pink flower which is darker at the edges and has a light green throat.A beautiful daylily and a vigorous grower.","22","6","t","d","e,m","5.00","1","6"
"222","Gentle Shepherd","0","large","1982","Yancey","Long renowned as being the whitest of the'near whites',this beauty is enhanced by a cool green throat.","28","6","d","s","m","4.50","1","6"
"223","Gentle Thoughts","0","large","2011","Lytton","Ivory flower, overlaid in soft pink with yellow edging and a green throat.","26","5","t","s","e,m","12.00","1","4"
"224","George Cunningham","0","large","1957","Hall-DF","Melon-cream star shaped flower with a radiant golden throat.","36","5","d","d","m","3.00","1","8"
"225","Giant Moon","2018","large","1956","Kraus","A classic heritage daylily with large pale yellow flowers and some fragrance.","30","6","d","d","m","3.00","1","10"
"226","Glittering Treasure","0","large","1981","Himmotu","A bright yellow self, allegedly very fragrant but unconfirmed as yet.","29","6","t","s","m","4.50","1","10"
"227","Gold Fever","0","large","2003","Lytton",,"26","5","t","s","e,m","9.00","1","6"
"228","Golden Firefly","2018","large","1985","Millikan, B.","Beautifully formed, ruffled and recurved golden yellow flowers.","26","6","d","d","m","5.00","1","10"
"229","Golden Ginkgo","2018","large","1979","Griesbach-Klehm","Large lemon yellow flower with a green heart.","32","7","t","d","m","4.00","1","6"
"230","Golden Prize","0","large","1968","Peck","Wide, bright gold, crepe textured flowers. A real 'golden oldie' which is always popular.","26","7","t","d","l","4.00","1","5"
"231","Golden Scroll ","0","large","1983","Guidry",,"19","6","d","d","e","4.50","1","6"
"232","Goldie Hicks","0","large","1982","Durio","A huge, bright golden yellow flower with a green throat and some fragrance. ","30","7","t","e","e,m","5.00","1","5"
"233","Gothic Window","0","large","1990","Hanson","A violet purple blend with a chalky 'watermark' halo and a chartreuse throat.","26","6","t","s","m","6.00","1","7"
"234","Grace and Favour","0","large","1999","Lytton","A dark burgundy-red flower with a darker halo and a green throat. A painting of this flower was the logo for the Chelsea Flower Show 2008.","25","5","t","s","m","6.50","1","10"
"235","Graceful Eye","0","large","1987","Spalding, W.","A beautiful rose lavender flower with a purple halo and green throat. An excellent performer when established.","21","6","d","e","e","5.00","1","7"
"236","Graceland","0","large","1987","Morss","A smooth pastel blend of lavender and cream pink with a darker halo and a yellow green throat.","28","6","t","e","e","5.00","1","7"
"237","Grand Masterpiece","0","large","1984","Dove","A round and ruffled, dark reddish purple with a green throat.","21","5","d","d","e,m","4.50","1","10"
"238","Grand Palais","0","large","1987","Munson, R.W.","A classic Munson purple with a large cream throat and characteristic chalky halo or 'watermark'.","24","6","t","s","m","5.00","1","10"
"239","Grape Vevet","0","large","1978","Wild ","A rich grape purple flower with a green throat. Super colour.","24","5","d","d","m","4.00","1","3"
"240","Green Eyed Lady","0","large","1985","Millikan, B.","A round and ruffled, lemon yellow flower with a green throat. Vigorous and floriferous, it makes a splendid display.","24","5","d","d","e,m","4.00","1","4"
"241","Green Fringe","0","large","1974","Fay","A yellow, green influenced flower with fringed edges and a green throat.","27","7","t","d","m","3.50","1","10"
"242","Green Mystique","2018","large","2002","Salter","Very ruffled, green influenced cream yellow flowers edged in green. The green effect is more pronounced in warmer weather.","27","6","t","e","e,m","7.50","1","8"
"243","Green Puff","0","large","1977","Spalding, W.","Registered as canary yellow, this flower has a greenish cast and a green throat.","15","5","d","s","m","4.00","1","3"
"244","Groovy Green","0","large","1979","Lankart","A chartreuse yellow self with a green throat. One of the greenest daylilies we have seen.","24","6","d","s","e,m","4.50","1","6"
"245","Hail Mary","0","large","1984","Moldovan","An impressive, deep pink with silver highlights in hot weather. Strong and sturdy plants.","24","6","t","d","e","9.00","1","6"
"246","Harbor Gate","0","large","1985","Carpenter, K.","A gorgeous pink flower with a lavender cast and a green throat. Always gets noticed.","26","6","d","d","e","6.00","0","0"
"247","Harvest Hue","0","large","1986","Millikan, B.","A glowing blend of coppery red autumnal tints with a faint rose red halo and green yellow throat.","23","6","t","s","l","5.50","1","10"
"248","Heady Wine","0","large","1982","Peck","A creamy pale pink flower with a mauve pink eyezone. A study in pastels.","22","6","t","d","m","4.00","1","10"
"249","Heavenly Treasure","0","large","1978","Reckamp-Klehm","A glowing apricot melon blend with a remarkable fringed edge.","30","6","t","d","e,m","5.00","1","10"
"250","Heirloom Lace","0","large","1963","Wild ","Allegedly fragrant, soft butter yellow flowers that will happily tolerate afternoon shade.","32","6","d","d","m","3.00","1","5"
"251","Helle Berlinerin","0","large","1981","Tamberg","Pale Melon cream flower with a deeper yellow orange throat.Raised in Europe and an outstanding performer.  ","28","6","t","d","m","5.00","1","7"
"252","Hermitage Newton","0","large","1983","Lambert","Star shaped, very dark mahogany red with sepals edged in gold and a yellow green throat.","30","6","t","d","m","5.00","1","7"
"253","Hey There","0","large","1972","Peck","A large, crimson red flower with a velvety finish and a yellow green throat. The petals are edged in white.","27","7","t","d","m","4.00","0","0"
"254","High Tor","0","large","0","Unknown","The tallest daylily we grow. Bright yellow trumpet shaped, sweetly scented flowers are held high on slender, graceful scapes. ","65","5","d","d","m","5.00","1","10"
"255","Highland Lord","0","large","1983","Munson, R.W.","Although regarded as one of the finest red doubles in the USA, here it tends to remain single most of the time. Even so it is an excellent daylily producing an abundance of deep red blooms.","22","5","t","s","m,l","5.00","1","5"
"256","Homeward Bound","0","large","1976","Spalding, W. ","A very large flower of light peach with a green throat.","17","8","d","e","m,l","5.00","1","6"
"257","Hortensia","0","large","1964","Branch","A bright yellow self with a green throat. Awarded the Stout Medal in 1972 and still popular with our visitors.","34","5","d","d","m","4.00","1","7"
"258","Hot Wire","0","large","1986","Stamile","This hot orange daylily has been in our orange and purple border for some years and has performed really well.","30","6","t","e","m","4.50","1","10"
"259","House of Lords","0","large","1982","Moldovan","A strawberry red and pink bicolour with a deeper red eyezone and a yellow green throat.","28","6","t","s","m","5.00","1","5"
"260","Humdinger","0","large","1988","Joiner","This is a huge yellow flower with lighter midribs and edges on the petals and a green throat.","27","8","t","e","e,m","6.00","1","10"
"261","Hymn","0","large","1983","Dunbar","Rounded, well ruffled apricot melon blooms. A handsome daylily. ","24","6","t","e","e,m","5.00","1","4"
"262","Hyperion","0","large","1924","Franklin-Mead","Now in its' ninth decade this daylily, with trumpet shaped canary yellow flowers, is still widely grown.","36","6","d","d","m","4.00","1","10"
"263","Ice Planet","0","large","1986","Hansen","A large pale yellow to near white flower with a green throat.","28","7","d","e","e,m","4.50","1","10"
"264","Icy Lemon","0","large","1990","Brooks, B.","A greenish yellow self with a green throat and slightly lighter midribs. Long flowering season. Highly recommended.","34","6","t","s","e,m","5.50","1","5"
"265","Ida Duke Miles","0","large","1984","Webster","A soft yellow self with a small green throat and waves of ruffles.","24","6","t","d","m","5.00","1","6"
"266","Ida Wimberly Munson","0","large","1979","Munson, R.W.","A very pretty, soft lilac pink flower with a creamy green throat. ","28","6","t","s","m","5.50","1","8"
"267","Ida's Magic","0","large","1988","Munson, I.","A light purple lavender blend with a large green gold throat which is famed for its' heavy, gold ruffled edge. Much used in breeding but not a very good garden plant for our conditions, although on a good day it is awesome. Usually better on the rebloom. ","28","6","t","e","e,m","6.00","1","6"
"268","Illini Jackpot","0","large","1981","Varner","A tall, striking daylily with dark red flowers and a light green throat.We find it taller here than registered.","32","6","t","d","m","5.00","1","10"
"269","Impromptu","0","large","1992","Brooks, B.","A nice light to medium purple flower with a yellow green throat.","27","6","t","s","e,m","5.00","1","6"
"270","Inca Puzzle","2018","large","2003","Petit","This stunning rich purple flower is edged in creamy yellow and has a chalky watermark eye around a large cream yellow throat.","28","6","t","s","m","10.50","1","6"
"271","Inner View","0","large","1982","Morss","Pale lavender cream with a yellow halo and a green throat.","26","7","t","e","e","5.00","1","6"
"272","Inspired Word","0","large","1979","Dove","A near white flower with the palest pink blush and a green throat.","24","6","d","s","m","4.50","1","10"
"273","Iridescent Jewel","0","large","1984","Hite","A deep lavender flower with a faint watermark eye and a green throat.","27","6","t","d","m","4.00","1","8"
"274","Iron Gate Glacier","0","large","1971","Sellers","Near white flower with a pale lemon influence and a green throat.","28","6","d","d","m","4.00","1","7"
"275","Irving Schulman","0","large","1992","Salter","A lavender blend with a narrow white edge and a watermark eyezone around a large green to yellow throat.","24","6","t","s","m","6.50","0","0"
"276","Isle of Dreams","0","large","1989","Morss","This exotic creamy white flower has a large feathery eyezone of violet purple. ","22","6","t","s","e,m","7.50","1","4"
"277","Isle of Wight","0","large","2004","Trimmer","A heavily ruffled ivory cream flower with a green throat.","24","5","t","e","e","7.50","1","8"
"278","Islesworth","2018","large","1997","Stamile ","Gorgeous pale cream flower with a purple eye and matching picotee edge.","25","5","t","e","e,m","7.50","1","8"
"279","Ivory Coast","0","large","1988","Peck","A near white with a green throat out of 'Tetraploid Joan Senior' and 'White Tie Affair'.","25","6","t","d","m","5.00","1","8"
"280","James Marsh","0","large","1978","Marsh-Klehm","Large, ruffled, scarlet red self with a yellow green throat.","28","7","t","d","e,m","4.50","1","8"
"281","Jay Turman","0","large","1992","Kirchhoff, D.","A well formed dark red flower with a gold throat.","31","6","t","e","e","5.50","1","5"
"282","Jedi Codie Wedgeworth","0","large","1990","Wedgeworth","A pretty pastel pink with a maroon eyezone and a green throat.","26","6","d","s","e,m","6.00","1","5"
"283","Jedi Dot Pierce","0","large","1988","Wedgeworth","A rose pink beauty with a darker halo or shading around a yellow to green throat.","20","7","d","s","e,m","5.00","1","5"
"284","Jen Melon","0","large","1987","Oaks","A ruffled flower in a blend of cream yellow and melon. A great performer for the second half of the season.","26","5","d","d","m,l","5.00","0","0"
"285","Jerusalem","0","large","1983","Stevens-Seawright","A heavily ruffled,shining gold flower with a small green throat. Needs warm weather to perform at its best and then puts on a splendid display.","28","5","t","d","m","5.00","1","10"
"286","Joan Senior","0","large","1977","Durio","This is the legendary near white that Jan first saw and loved which led to our collection of daylilies.","25","6","d","s","e,m","4.50","1","4"
"287","Jock Randall","0","large","1970","Peck","An unusual and attractive colour blend of red, pink and rose with a green yellow throat. A large handsome daylily with flowers that fresh all day long regardless of the weather. Registered as evergreen but dormant to semi-evergreen here.","29","6","t","e","m","4.00","1","4"
"288","Jolly Lad","0","large","1980","Spalding, W.","A ruffled apricot pink flower with a deeper pink eyezone and a striking green throat. Registered as evergreen but is semi evergreen here.","17","6","d","s","e,m","5.50","0","0"
"289","Jolyene Nichole","0","large","1984","Spalding, W.","A well ruffled, glowing rose pink flower with deeper pink veins. Blooms are well presented on low growing scapes. Semi-evergreen to dormant here rather than evergree as registered. ","14","6","d","s","m","5.00","1","8"
"290","Journey's End","0","large","1974","Crowell-Williamson","A fine near white with a lemon yellow throat. The petals are lightly ruffled and creped in texture.","16","5","d","s","e","4.00","1","6"
"291","Jovial","0","large","1986","Gates","A rich, wine red with elegantly ruffled, wide, rounded petals and a yellow green throat. One of the very best in this colour class..","20","5","t","s","e","5.00","1","10"
"292","Joyful Occasion","0","large","1976","Spalding, W.","Beautiful deep pink flower with a green throat. Multiple award winner.","20","6","d","s","m","5.00","0","0"
"293","Juanita's Picotee Delight","2018","large","1991","Young, J.","Shrimp pink with a bold maroon eyezone and matching picotee edge.","26","6","d","s","e,m","5.00","1","10"
"294","Judah","0","large","1979","Harris","Striking gold to orange ruffled flowers with bronze highlights and yellow midribs. A reliable and floriferous daylily that is always popular.","29","6","t","d","m","5.00","1","7"
"295","June Wine","0","large","1976","Peck","Lavender pink with a red-purple eyezone and matching edge.","28","6","t","d","m","4.50","1","5"
"296","Jungle Beauty","0","large","1990","Apps","A black red flower with a faint black eyezone and a yellow green throat.","30","6","d","d","m","6.00","1","7"
"297","Just Celebrate","0","large","1986","Yancey","A chartreuse influenced near white with a green throat. Flower slightly reflexed.","30","6","d","s","m","5.00","1","8"
"298","Kate Carpenter","0","large","1980","Munson, R.W.","A cream pink flower of smooth texture with a cream throat. A multiple award winner, including Stout Medal runner up.","28","6","t","e","e,m","4.50","1","10"
"299","Kathleen Salter","0","large","1989","Salter","A beautifully formed , lemon yellow flower with large looping ruffles and a small green throat.","28","6","t","s","e,m","6.50","1","10"
"300","Kazuq","2018","large","1986","Jinkerson","A near white,cream flower with a greenish yellow throat.","26","5","d","e","m,l","5.00","1","5"
"301","Kecia","2018","large","1977","Munson, R.W.","Round and ruffled cream yellow flowers held on stocky, well branced scapes. Usually reblooms here. ","28","6","t","e","e,m","4.50","1","10"
"302","Kelly's Girl","0","large","1983","Spalding","A gorgeous, ruffled and recurved coral pink blend with a large green throat.","19","6","d","e","m","4.50","0","0"
"303","Killer Purple","0","large","1985","Carpenter-Glidden","This dark purple flower has a slight silvery sheen and a green throat. A favourite here and a great season extender.","21","5","d","s","l","5.00","1","5"
"304","Kiowa Sunset","0","large","1990","Guidry","An interesting colour blend of coppery pink, with a green to yellow throat and a bronze-red and pink eyezone.Registered as extra early but it flowers later here.","23","5","d","e","e,m","6.00","0","0"
"305","La Peche","0","large","1976","Munson, R.W.","A delightful peach melon blend that is often asked for by visitors.","24","6","t","s","e,m","4.50","1","4"
"306","Lady Liz","0","large","1983","Lachman","A large lavender-pink flower with a white halo and a lime green throat.","28","7","d","d","m,l","5.00","1","6"
"307","Lauradell","0","large","1989","Millikan, B.","Apple blossom pink with lighter midribs and a green throat.","25","5","d","d","m,l","4.00","1","5"
"308","Lauren Leah","0","large","1983","Pierce","An exquisite flower of palest pink with ruffled edges and a green throat.","18","6","d","d","e,m","5.50","1","3"
"309","Lavender Bonanza","0","large","1965","MacMillan-Lankart","A pretty oldie, this is a mauve pink flower with lighter midribs and a yellow green throat.","30","6","d","s","e,m","4.50","1","8"
"310","Lavender Memories","0","large","1990","Stamile","A fine lavender flower of round and ruffled form. Very popular due its colour.","23","6","t","s","e,m","5.00","1","7"
"311","Lavender Stardust","2018","large","1991","Carpenter, J.","A very pretty deep lavender pink blend with a green throat.","26","6","d","d","m,l","6.00","1","6"
"312","Lavender Tonic","0","large","1983","Spalding, W.","This pretty, ruffled flower is a lavender pink blend with a green throat.","17","5","d","e","m","4.50","0","0"
"313","Leading Edge","2018","large","1989","Peck","Large golden apricot blooms of ruffled and pleated form.","24","7","t","d","m","5.00","1","8"
"314","Lenox","0","large","1984","Munson, R.W.","An immaculate flower of ivory cream with a cool green throat. Top quality.","24","6","t","e","m","5.50","1","7"
"315","Leonard Bernstein","0","large","1991","Kirchhoff, D.","A round, slightly recurved, bright red flower with a green throat.","26","6","t","e","e,m","7.00","1","5"
"316","Lime Frost","0","large","1990","Stamile","Green influenced near white flower with a green throat. One of the whitest and always in demand.","27","6","t","d","l","6.50","1","8"
"317","Little Deeke","0","large","1980","Guidry","Ruffled orange-gold with bronze overlay and veins and olive green throat.","20","5","d","e","e","4.00","1","10"
"318","Lotus Land","0","large","1955","Nesmith","A tall, elegant, historic daylily of maize yelllow with an open, almost spidery, form.","38","5","d","s","m","3.50","1","8"
"319","Louis McHargue","0","large","1982","Mederer","A good large flowered pink with a deeper rose eye","30","7","t","e","m","4.50","1","8"
"320","Loving Memories","2018","large","1973","Spalding, W.","A creamy near white flower that glistens in the sunshine. Prolific bloomer in a clump.","17","6","d","e","e,m","4.50","1","10"
"321","Luminous Jewel","0","large","1974","Childs, F.","A near white award winner with a mint green throat.","28","6","d","d","m","4.00","1","6"
"322","Lusty Lealand","0","large","1973","Peck","A large red self with a green yellow throat. Strong and sturdy plants.","28","7","t","d","m","4.00","1","8"
"323","Lusty Liitle Lulu","0","large","1983","Bearce","This attractive mid apricot is only just inside the large flower category and was part of a movement towards smaller, or'pony', tetraploids..","31","5","t","d","m,l","4.50","1","5"
"324","Luteola Pallens","0","large","1907","Lemoine","We have been trying to identify and correctly name this for years. We believe this may be a cross between Luteola x H. citrina. Very vigorous and gives a good display of light yellow flowers. It came from a well known old cottage garden on the Island.","28","5","d","d","m","2.50","1","8"
"325","Lyric Opera","0","large","1984","Moldovan","Flowers of a rose lavender blend with lighter edges and a yellow green throat. Well branched scapes are taller than registered, reaching 36"" here.","28","6","t","d","m","5.00","0","0"
"326","Mae Graham","0","large","1977","Spalding, W.","This large, rich pink flower has a yellow to green throat and is much admired in the garden. A multiple award winner,it is registered as an evergreen but here it is semi-evergreen.","18","7","d","s","m","5.00","0","0"
"327","Maestro Puccini","0","large","1992","Moldovan","A striking rose purple blend with a large lemon green throat.","28","6","t","e","m","8.00","1","2"
"328","Malaysian Monarch","0","large","1986","Munson, R.W.","Grape purple with a creamy white 'watermark' eyezone around a large cream yellow throat and a green heart.","24","6","t","s","e,m","5.50","1","10"
"329","Mallard","2018","large","1979","Griesbach-Klehm","An older but still popular, deep velvety red self.","26","6","t","d","m","3.50","1","10"
"330","Malmaison Plum","0","large","1994","Munson, R.W.","A rich purple flower with a chalky 'watermark' halo around the yellow to green throat. Super colour.","24","5","t","s","m","6.00","1","7"
"331","Manchurian Apricot","0","large","1982","Munson, R.W.","A beautiful pale pink and apricot blend with a gold throat. Impressive flower production in a clump.","20","6","t","e","e,m","5.00","1","8"
"332","Marble Faun","0","large","1983","Millikan, B.","Round and ruffled flower of a cream yellow blend with a green throat.","20","5","d","e","e","5.00","1","6"
"333","Marietta Charmer","2018","large","1992","Shooter","A lovely flower of silky rose pink with a slight mauve influence and a green throat.","28","5","d","d","l","6.00","1","6"
"334","Mariska","0","large","1986","Moldovan","This wide, lavender pink flower has a large creamy eyezone.   ","28","7","t","d","m","5.00","1","10"
"335","Martha Adams","0","large","1979","Spalding, W.","Large pale pink flower with a deeper halo and a green throat. Stout Medal winner 1988.","19","7","d","e","e,m","4.50","1","4"
"336","Mary's Gold","0","large","1984","McDonell","Brilliant golden yellow blooms that shine like a beacon. A multiple award winner.","34","7","t","d","m","5.00","1","7"
"337","Mata Hari","0","large","1981","Brooks, H.","A striking lilac lavender flower with a red purple eyezone, pearly white midribs and a large chartreuse throat.","22","5","t","d","e","5.00","1","8"
"338","Maude's Valentine","2018","large","1992","Shooter","A lavender pink blend with an intriguing triple ringed eyezone of magenta, lavender and grey blue.","32","5","d","d","m","6.00","1","6"
"339","Metaphor","0","large","1983","Gates","Described in the States as a 'blue lavender, over here it is more mauve influenced but still very beautiful.","22","5","t","e","m","5.00","1","9"
"340","Midnight Magic","0","large","1979","Kinnebrew","A very dark red with a green yellow throat. One of the nearest to black.","28","6","t","e","e,m","4.50","1","8"
"341","Midnight Rambler","0","large","1993","Salter","Gently ruffled petals of a deep violet purple above a green yellow throat.","26","6","t","s","m","7.00","1","7"
"342","Mighty Shogun","0","large","1989","Moldovan","A deep burgundy maroon flower with a small green yellow throat.","26","6","t","d","e,m","5.00","1","5"
"343","Milanese Mango","0","large","1987","Kirchhoff, D.","This flower is a soft mango orange colour with a deeper halo, a yellow throat and a green heart.","29","5","t","e","e,m","5.50","1","8"
"344","Millie Schlumpf","0","large","1981","Guidry","A pretty, soft ,clear, light pink flower with a green throat. Good rebloom.","20","6","d","e","e,m","4.50","0","0"
"345","Ming Lo","0","large","1967","Fischer","Very pale cream yellow flowers with elongated petals. Not a 'Spider' or consistently an 'Unusual Form' but associates well with these groups. Very floriferous.","32","6","d","d","m,l","5.00","1","6"
"346","Ming Porcelain","0","large","1982","Kirchhoff, D.","A creamy, peach pink blend with a texture like fine porcelain.","28","5","t","e","e","4.00","1","8"
"347","Mokan Butterfly","0","large","1984","Lenington","A near white flower enhanced by a narrow band of violet lavender around the large, lemon green throat. A tall and elegant daylily of distinction. ","35","6","t","d","e","6.50","1","4"
"348","Monica Marie","0","large","1982","Gates","A very pretty, gently ruffled creamy white flower with a green throat. Registered as a tetraploid but actually a diploid.","24","5","d","e","e,m","5.00","1","8"
"349","Moon Snow","0","large","1983","Munson, R.W.","Ruffled,rounded cream white with a cream throat. Good rebloom, so a valuable season extender.  ","24","5","t","s","e,m","5.00","1","8"
"350","Moonlit Caress","0","large","1996","Salter","A lovely cream- white flower with a yellow ruffled edge and green heart.","26","6","t","s","m,l","6.50","1","7"
"351","Moonlit Masquerade","0","large","1992","Salter","A renowned, award winning creamy white with a striking purple eyezone. Stout Medal winner 2004.","26","6","t","s","e,m","6.00","1","6"
"352","Move Over Moon","0","large","1993","Brooks, B.","A cool, light yellow flower with a green throat. Always seems larger than its registered size.","29","6","t","s","e,m","6.00","1","8"
"353","Mrs Lester","0","large","0",,"A creamy yellow flower with overlapping and slightly ruffled petals. Well liked by visitors. ","30","6","d","d","m","2.50","1","5"
"354","Mumbo Jumbo","0","large","1979","Guidry","A large,opulent rose pink flower with a darker halo, white midribs and a green throat.","21","6","d","s","e","5.00","0","0"
"355","My Belle","0","large","1973","Durio","A daylily that has stood the test of time and remains popular. The broad pale pink flowers make a fine display. Stout Medal winner 1984.","26","7","d","e","e","4.00","1","8"
"356","My Darling Clementine","0","large","1988","Salter","A fine example of the full, round and ruffled form. The flower is a bright cream yellow and has a lime green heart.","21","5","t","e","e","5.00","1","8"
"357","My Happy Valentine","0","large","1989","Koffler","A light apricot and pink bicolour with a wine red eyezone and a green yellow throat.","20","5","d","d","e,m","4.50","1","5"
"358","Mystical Rainbow","0","large","1996","Stamile","A fabulous pink flower with a deeper pink eyezone and green throat.","25","6","t","d","e,m","6.50","1","8"
"359","Nagasaki","0","large","1978","Kirchhoff, D.","A double flower of an ivory cream and lavender pink blend with greenish yellow halo.","19","5","d","e","e,m","5.00","1","5"
"360","Nanuq","0","large","1986","Jinkerson","A delightful near white with a yellow green throat. One of the nearest to white.","27","5","d","s","m,l","5.00","1","6"
"361","Navajo Princess","0","large","1992","Hansen","A pale pink flower with a bold rose eyezone and a dark green throat.","24","5","d","s","m,l","5.00","1","5"
"362","Neal Berrey","0","large","1985","Sikes","A well ruffled, light rose pink flower with a deeper edge and a green yellow throat. Stout Medal winner 1995.","18","5","d","s","m","5.00","1","10"
"363","Night Raider","0","large","1986","Webster","A full,slightly recurved, dark red flower with a green throat. An early to early mid bloom season here, not mid as registered.","29","6","t","d","e,m","4.50","1","6"
"364","Nile Crane","0","large","1978","Munson, R.W.","A star shaped,lilac lavender flower with a large cream throat ","26","5","t","e","m","5.00","1","10"
"365","Nile Plum","0","large","1984","Munson, R.W.","A silvery plum flower with a large,lighter, chalky eyezone and a yellow to green throat.","20","5","t","e","e,m","6.00","1","5"
